"A10" "A50" "A100" "A500" "A5000"
"3791" 1 0 1 0 0
"3792" 1 0 0 1 0
"3793" 0 0 0 1 0
"3794" 0 1 0 1 0
"3795" 0 1 0 1 1
"3796" 0 1 1 0 1
"3797" 1 1 0 1 0
"3798" 1 1 0 0 0
"3799" 1 0 1 0 1
"3800" 0 0 1 1 1
"3801" 1 1 0 0 0
"3802" 1 0 1 1 0
"3803" 0 0 0 0 0
"3804" 0 1 1 0 0
"3805" 0 1 1 0 0
"3806" 0 0 0 0 0
"3807" 1 1 1 0 0
"3808" 1 0 1 0 0
"3809" 1 0 0 0 0
"3810" 0 0 0 1 0
"3811" 1 0 1 1 0
"3812" 1 0 0 1 1
"3813" 0 1 0 0 0
"3814" 0 0 0 1 1
"3815" 0 0 1 1 0
"3816" 0 0 0 1 0
"3817" 1 1 1 0 0
"3818" 1 0 1 1 1
"3819" 1 0 0 1 1
"3820" 0 0 0 0 1
"3821" 1 0 1 0 1
"3822" 1 0 1 1 1
"3823" 0 0 1 0 0
"3824" 0 1 0 1 0
"3825" 0 1 0 1 0
"3826" 0 1 0 0 0
"3827" 1 0 1 0 0
"3828" 1 0 1 1 0
"3829" 1 1 0 0 0
"3830" 0 0 0 0 0
"3831" 1 1 0 1 0
"3832" 1 0 1 1 0
"3833" 0 1 0 1 1
"3834" 0 1 0 1 0
"3835" 0 1 0 0 0
"3836" 0 1 0 0 0
"3837" 1 1 0 1 1
"3838" 1 1 1 0 1
"3839" 1 0 1 0 0
"3840" 0 1 1 0 1
"3841" 1 0 1 1 0
"3842" 1 0 0 1 0
"3843" 0 0 0 0 0
"3844" 0 1 0 1 0
"3845" 0 1 1 0 0
"3846" 0 1 0 0 1
"3847" 1 1 0 1 1
"3848" 1 1 0 1 0
"3849" 1 0 1 0 1
"3850" 0 0 0 0 1
"3851" 1 1 0 0 0
"3852" 1 0 0 0 1
"3853" 0 0 1 1 0
"3854" 0 1 0 1 1
"3855" 0 1 1 1 0
"3856" 0 0 0 1 1
"3857" 1 1 1 0 0
"3858" 1 0 0 0 0
"3859" 1 0 0 1 1
"3860" 0 0 0 0 0
"3861" 1 0 0 1 0
"3862" 1 0 1 1 1
"3863" 0 1 0 0 0
"3864" 0 0 0 0 0
"3865" 0 0 1 0 1
"3866" 0 0 1 0 1
"3867" 1 1 0 1 0
"3868" 1 0 0 0 1
"3869" 1 0 0 0 1
"3870" 0 0 0 1 0
"3871" 1 0 1 1 0
"3872" 1 0 0 0 0
"3873" 0 0 1 1 1
"3874" 0 1 1 0 1
"3875" 0 1 1 0 1
"3876" 0 1 0 1 0
"3877" 1 0 1 0 0
"3878" 1 0 0 0 1
"3879" 1 1 0 1 0
"3880" 0 0 1 0 0
"3881" 1 1 1 0 0
"3882" 1 0 1 1 0
"3883" 0 1 0 1 0
"3884" 0 1 0 1 1
"3885" 0 1 0 1 1
"3886" 0 1 0 1 0
"3887" 1 1 1 0 0
"3888" 1 1 0 1 0
"3889" 1 0 1 0 0
"3890" 0 1 0 1 1
"3891" 1 0 1 0 1
"3892" 1 0 0 1 1
"3893" 0 0 0 0 0
"3894" 0 1 0 0 1
"3895" 0 1 0 0 0
"3896" 0 1 1 0 0
"3897" 1 1 0 0 0
"3898" 1 1 0 1 1
"3899" 1 0 1 1 1
"3900" 0 0 1 0 1
"3901" 1 1 0 0 1
"3902" 1 0 1 0 0
"3903" 0 0 0 1 1
"3904" 0 1 1 0 0
"3905" 0 1 1 0 0
"3906" 0 0 0 0 0
"3907" 1 1 1 0 0
"3908" 1 0 1 1 1
"3909" 1 0 0 0 0
"3910" 0 0 0 1 1
"3911" 1 0 1 0 0
"3912" 1 0 0 1 0
"3913" 0 1 0 1 1
"3914" 0 0 0 0 0
"3915" 0 0 1 1 0
"3916" 0 0 0 0 0
"3917" 1 1 1 1 0
"3918" 1 0 1 0 0
"3919" 1 0 0 1 1
"3920" 0 0 0 1 0
"3921" 1 0 1 1 1
"3922" 1 0 1 1 0
"3923" 0 0 1 0 0
"3924" 0 1 0 0 1
"3925" 0 1 0 1 1
"3926" 0 1 0 0 1
"3927" 1 0 1 1 0
"3928" 1 0 1 1 1
"3929" 1 1 0 0 0
"3930" 0 0 0 1 0
"3931" 1 1 0 1 1
"3932" 1 0 1 0 0
"3933" 0 1 0 0 1
"3934" 0 1 0 0 0
"3935" 0 1 0 0 1
"3936" 0 1 0 1 1
"3937" 1 1 0 0 0
"3938" 1 1 1 1 1
"3939" 1 0 1 1 0
"3940" 0 1 1 1 0
"3941" 1 0 1 0 0
"3942" 1 0 0 1 1
"3943" 0 0 0 0 1
"3944" 0 1 0 1 0
"3945" 0 1 1 0 0
"3946" 0 1 0 0 0
"3947" 1 1 0 1 1
"3948" 1 1 0 0 0
"3949" 1 0 1 1 1
"3950" 0 0 0 1 1
"3951" 1 1 0 1 0
"3952" 1 0 0 0 0
"3953" 0 0 1 0 0
"3954" 0 1 0 0 0
"3955" 0 1 1 0 1
"3956" 0 0 0 1 0
"3957" 1 1 1 1 0
"3958" 1 0 0 0 1
"3959" 1 0 0 1 0
"3960" 0 0 0 1 0
"3961" 1 0 0 1 1
"3962" 1 0 1 1 0
"3963" 0 1 0 0 1
"3964" 0 0 0 0 1
"3965" 0 0 1 0 0
"3966" 0 0 1 0 1
"3967" 1 1 0 1 1
"3968" 1 0 0 0 1
"3969" 1 0 0 1 0
"3970" 0 0 0 0 1
"3971" 1 0 1 0 1
"3972" 1 0 0 1 0
"3973" 0 0 1 1 1
"3974" 0 1 1 0 1
"3975" 0 1 1 1 0
"3976" 0 1 0 1 0
"3977" 1 0 1 0 1
"3978" 1 0 0 0 0
"3979" 1 1 0 1 0
"3980" 0 0 1 0 1
"3981" 1 1 1 0 0
"3982" 1 0 1 1 1
"3983" 0 1 0 0 1
"3984" 0 1 0 0 1
"3985" 0 1 0 1 1
"3986" 0 1 0 0 0
"3987" 1 1 1 0 1
"3988" 1 1 0 0 1
"3989" 1 0 1 1 1
"3990" 0 1 0 1 0
"3991" 1 0 1 1 0
"3992" 1 0 0 0 1
"3993" 0 0 0 0 1
"3994" 0 1 0 1 1
"3995" 0 1 0 0 1
"3996" 0 1 1 0 0
"3997" 1 1 0 0 1
"3998" 1 1 0 1 0
"3999" 1 0 1 1 0
"4000" 0 0 1 0 0
"4001" 1 1 0 1 1
"4002" 1 0 1 0 0
"4003" 0 0 0 0 0
"4004" 0 1 1 0 0
"4005" 0 1 1 0 0
"4006" 0 0 0 1 1
"4007" 1 1 1 1 1
"4008" 1 0 1 1 1
"4009" 1 0 0 1 0
"4010" 0 0 0 1 1
"4011" 1 0 1 0 0
"4012" 1 0 0 0 1
"4013" 0 1 0 1 0
"4014" 0 0 0 0 0
"4015" 0 0 1 0 0
"4016" 0 0 0 0 0
"4017" 1 1 1 0 0
"4018" 1 0 1 1 0
"4019" 1 0 0 0 1
"4020" 0 0 0 0 1
"4021" 1 0 1 1 1
"4022" 1 0 1 1 0
"4023" 0 0 1 0 1
"4024" 0 1 0 1 0
"4025" 0 1 0 0 1
"4026" 0 1 0 0 1
"4027" 1 0 1 1 1
"4028" 1 0 1 0 0
"4029" 1 1 0 0 0
"4030" 0 0 0 0 0
"4031" 1 1 0 0 1
"4032" 1 0 1 0 0
"4033" 0 1 0 1 1
"4034" 0 1 0 0 1
"4035" 0 1 0 1 1
"4036" 0 1 0 1 0
"4037" 1 1 0 1 0
"4038" 1 1 1 0 0
"4039" 1 0 1 0 0
"4040" 0 1 1 0 0
"4041" 1 0 1 0 0
"4042" 1 0 0 1 0
"4043" 0 0 0 0 1
"4044" 0 1 0 1 1
"4045" 0 1 1 0 0
"4046" 0 1 0 1 1
"4047" 1 1 0 0 0
"4048" 1 1 0 0 0
"4049" 1 0 1 0 1
"4050" 0 0 0 0 0
"4051" 1 1 0 0 1
"4052" 1 0 0 1 1
"4053" 0 0 1 1 1
"4054" 0 1 0 1 1
"4055" 0 1 1 0 0
"4056" 0 0 0 1 1
"4057" 1 1 1 0 0
"4058" 1 0 0 0 1
"4059" 1 0 0 1 0
"4060" 0 0 0 0 0
"4061" 1 0 0 0 1
"4062" 1 0 1 0 1
"4063" 0 1 0 0 0
"4064" 0 0 0 0 1
"4065" 0 0 1 1 1
"4066" 0 0 1 1 0
"4067" 1 1 0 0 1
"4068" 1 0 0 1 0
"4069" 1 0 0 0 1
"4070" 0 0 0 1 0
"4071" 1 0 1 1 0
"4072" 1 0 0 0 1
"4073" 0 0 1 0 0
"4074" 0 1 1 1 0
"4075" 0 1 1 1 1
"4076" 0 1 0 1 1
"4077" 1 0 1 0 0
"4078" 1 0 0 1 0
"4079" 1 1 0 0 0
"4080" 0 0 1 1 1
"4081" 1 1 1 0 0
"4082" 1 0 1 0 0
"4083" 0 1 0 1 1
"4084" 0 1 0 0 1
"4085" 0 1 0 0 0
"4086" 0 1 0 0 0
"4087" 1 1 1 1 0
"4088" 1 1 0 0 0
"4089" 1 0 1 1 0
"4090" 0 1 0 0 0
"4091" 1 0 1 0 1
"4092" 1 0 0 0 1
"4093" 0 0 0 1 1
"4094" 0 1 0 0 0
"4095" 0 1 0 1 0
"4096" 0 1 1 0 0
"4097" 1 1 0 1 0
"4098" 1 1 0 0 0
"4099" 1 0 1 0 1
"4100" 0 0 1 0 0
"4101" 1 1 0 1 1
"4102" 1 0 1 1 0
"4103" 0 0 0 0 0
"4104" 0 1 1 0 0
"4105" 0 1 1 0 1
"4106" 0 0 0 1 0
"4107" 1 1 1 0 1
"4108" 1 0 1 0 0
"4109" 1 0 0 0 1
"4110" 0 0 0 1 1
"4111" 1 0 1 0 0
"4112" 1 0 0 1 1
"4113" 0 1 0 1 1
"4114" 0 0 0 0 0
"4115" 0 0 1 1 0
"4116" 0 0 0 1 0
"4117" 1 1 1 1 1
"4118" 1 0 1 1 0
"4119" 1 0 0 1 0
"4120" 0 0 0 0 0
"4121" 1 0 1 1 1
"4122" 1 0 1 1 0
"4123" 0 0 1 0 0
"4124" 0 1 0 0 1
"4125" 0 1 0 0 0
"4126" 0 1 0 0 1
"4127" 1 0 1 0 0
"4128" 1 0 1 1 0
"4129" 1 1 0 1 0
"4130" 0 0 0 1 0
"4131" 1 1 0 1 1
"4132" 1 0 1 0 0
"4133" 0 1 0 0 0
"4134" 0 1 0 0 1
"4135" 0 1 0 1 0
"4136" 0 1 0 0 0
"4137" 1 1 0 0 1
"4138" 1 1 1 0 0
"4139" 1 0 1 0 0
"4140" 0 1 1 0 1
"4141" 1 0 1 1 1
"4142" 1 0 0 0 0
"4143" 0 0 0 0 0
"4144" 0 1 0 0 1
"4145" 0 1 1 0 0
"4146" 0 1 0 0 0
"4147" 1 1 0 0 0
"4148" 1 1 0 0 0
"4149" 1 0 1 0 0
"4150" 0 0 0 0 1
"4151" 1 1 0 0 0
"4152" 1 0 0 1 0
"4153" 0 0 1 1 0
"4154" 0 1 0 1 0
"4155" 0 1 1 1 1
"4156" 0 0 0 0 0
"4157" 1 1 1 0 0
"4158" 1 0 0 1 1
"4159" 1 0 0 1 1
"4160" 0 0 0 1 0
"4161" 1 0 0 1 0
"4162" 1 0 1 1 0
"4163" 0 1 0 0 1
"4164" 0 0 0 1 1
"4165" 0 0 1 0 1
"4166" 0 0 1 0 0
"4167" 1 1 0 1 0
"4168" 1 0 0 1 1
"4169" 1 0 0 1 0
"4170" 0 0 0 0 0
"4171" 1 0 1 0 1
"4172" 1 0 0 0 0
"4173" 0 0 1 1 1
"4174" 0 1 1 1 1
"4175" 0 1 1 0 1
"4176" 0 1 0 0 1
"4177" 1 0 1 0 1
"4178" 1 0 0 1 0
"4179" 1 1 0 1 1
"4180" 0 0 1 0 0
"4181" 1 1 1 0 1
"4182" 1 0 1 1 0
"4183" 0 1 0 1 1
"4184" 0 1 0 1 1
"4185" 0 1 0 0 0
"4186" 0 1 0 0 1
"4187" 1 1 1 1 0
"4188" 1 1 0 0 0
"4189" 1 0 1 0 0
"4190" 0 1 0 0 1
"4191" 1 0 1 0 0
"4192" 1 0 0 0 0
"4193" 0 0 0 0 0
"4194" 0 1 0 0 1
"4195" 0 1 0 0 1
"4196" 0 1 1 0 0
"4197" 1 1 0 1 0
"4198" 1 1 0 0 1
"4199" 1 0 1 0 0
"4200" 0 0 1 1 0
"4201" 1 1 0 1 1
"4202" 1 0 1 1 0
"4203" 0 0 0 1 0
"4204" 0 1 1 0 0
"4205" 0 1 1 0 0
"4206" 0 0 0 0 1
"4207" 1 1 1 1 1
"4208" 1 0 1 0 0
"4209" 1 0 0 1 0
"4210" 0 0 0 1 0
"4211" 1 0 1 0 1
"4212" 1 0 0 0 0
"4213" 0 1 0 1 0
"4214" 0 0 0 1 0
"4215" 0 0 1 0 1
"4216" 0 0 0 1 1
"4217" 1 1 1 1 0
"4218" 1 0 1 1 0
"4219" 1 0 0 0 1
"4220" 0 0 0 1 0
"4221" 1 0 1 1 0
"4222" 1 0 1 0 1
"4223" 0 0 1 0 1
"4224" 0 1 0 1 0
"4225" 0 1 0 0 0
"4226" 0 1 0 1 1
"4227" 1 0 1 0 0
"4228" 1 0 1 1 1
"4229" 1 1 0 0 0
"4230" 0 0 0 0 0
"4231" 1 1 0 0 0
"4232" 1 0 1 0 0
"4233" 0 1 0 1 1
"4234" 0 1 0 0 0
"4235" 0 1 0 1 0
"4236" 0 1 0 0 0
"4237" 1 1 0 1 0
"4238" 1 1 1 0 0
"4239" 1 0 1 0 0
"4240" 0 1 1 0 1
"4241" 1 0 1 1 1
"4242" 1 0 0 1 1
"4243" 0 0 0 0 1
"4244" 0 1 0 1 1
"4245" 0 1 1 0 0
"4246" 0 1 0 0 0
"4247" 1 1 0 1 1
"4248" 1 1 0 1 0
"4249" 1 0 1 1 0
"4250" 0 0 0 1 1
"4251" 1 1 0 0 1
"4252" 1 0 0 0 0
"4253" 0 0 1 1 1
"4254" 0 1 0 0 0
"4255" 0 1 1 1 1
"4256" 0 0 0 0 1
"4257" 1 1 1 0 0
"4258" 1 0 0 0 0
"4259" 1 0 0 0 0
"4260" 0 0 0 0 1
"4261" 1 0 0 0 1
"4262" 1 0 1 1 0
"4263" 0 1 0 1 0
"4264" 0 0 0 0 1
"4265" 0 0 1 1 1
"4266" 0 0 1 0 0
"4267" 1 1 0 1 0
"4268" 1 0 0 1 0
"4269" 1 0 0 1 1
"4270" 0 0 0 1 0
"4271" 1 0 1 0 1
"4272" 1 0 0 0 0
"4273" 0 0 1 1 0
"4274" 0 1 1 0 1
"4275" 0 1 1 1 1
"4276" 0 1 0 0 0
"4277" 1 0 1 0 0
"4278" 1 0 0 0 0
"4279" 1 1 0 0 1
"4280" 0 0 1 0 0
"4281" 1 1 1 1 0
"4282" 1 0 1 1 1
"4283" 0 1 0 0 0
"4284" 0 1 0 1 0
"4285" 0 1 0 1 0
"4286" 0 1 0 1 1
"4287" 1 1 1 1 0
"4288" 1 1 0 0 1
"4289" 1 0 1 0 0
"4290" 0 1 0 1 0
"4291" 1 0 1 0 0
"4292" 1 0 0 1 1
"4293" 0 0 0 1 1
"4294" 0 1 0 1 0
"4295" 0 1 0 1 0
"4296" 0 1 1 0 0
"4297" 1 1 0 1 1
"4298" 1 1 0 0 0
"4299" 1 0 1 0 1
"4300" 0 0 1 1 1
"4301" 1 1 0 0 0
"4302" 1 0 1 1 1
"4303" 0 0 0 0 0
"4304" 0 1 1 0 0
"4305" 0 1 1 0 1
"4306" 0 0 0 0 1
"4307" 1 1 1 0 0
"4308" 1 0 1 0 1
"4309" 1 0 0 0 1
"4310" 0 0 0 1 1
"4311" 1 0 1 1 0
"4312" 1 0 0 1 0
"4313" 0 1 0 0 0
"4314" 0 0 0 1 1
"4315" 0 0 1 1 1
"4316" 0 0 0 1 0
"4317" 1 1 1 0 0
"4318" 1 0 1 1 1
"4319" 1 0 0 1 0
"4320" 0 0 0 0 1
"4321" 1 0 1 0 0
"4322" 1 0 1 1 0
"4323" 0 0 1 0 1
"4324" 0 1 0 1 0
"4325" 0 1 0 1 0
"4326" 0 1 0 0 0
"4327" 1 0 1 0 1
"4328" 1 0 1 1 0
"4329" 1 1 0 0 0
"4330" 0 0 0 0 1
"4331" 1 1 0 1 0
"4332" 1 0 1 1 0
"4333" 0 1 0 1 1
"4334" 0 1 0 1 1
"4335" 0 1 0 0 0
"4336" 0 1 0 0 1
"4337" 1 1 0 1 1
"4338" 1 1 1 0 1
"4339" 1 0 1 0 0
"4340" 0 1 1 0 1
"4341" 1 0 1 1 0
"4342" 1 0 0 1 1
"4343" 0 0 0 0 1
"4344" 0 1 0 1 0
"4345" 0 1 1 0 0
"4346" 0 1 0 0 1
"4347" 1 1 0 1 0
"4348" 1 1 0 1 0
"4349" 1 0 1 0 0
"4350" 0 0 0 0 1
"4351" 1 1 0 0 0
"4352" 1 0 0 0 0
"4353" 0 0 1 1 1
"4354" 0 1 0 1 0
"4355" 0 1 1 1 0
"4356" 0 0 0 1 0
"4357" 1 1 1 0 1
"4358" 1 0 0 0 0
"4359" 1 0 0 1 1
"4360" 0 0 0 0 0
"4361" 1 0 0 1 1
"4362" 1 0 1 1 0
"4363" 0 1 0 0 0
"4364" 0 0 0 0 0
"4365" 0 0 1 0 0
"4366" 0 0 1 0 0
"4367" 1 1 0 1 1
"4368" 1 0 0 0 0
"4369" 1 0 0 0 1
"4370" 0 0 0 1 1
"4371" 1 0 1 1 1
"4372" 1 0 0 0 0
"4373" 0 0 1 1 0
"4374" 0 1 1 0 1
"4375" 0 1 1 0 0
"4376" 0 1 0 1 1
"4377" 1 0 1 0 1
"4378" 1 0 0 0 0
"4379" 1 1 0 1 1
"4380" 0 0 1 0 0
"4381" 1 1 1 0 0
"4382" 1 0 1 1 1
"4383" 0 1 0 1 0
"4384" 0 1 0 1 0
"4385" 0 1 0 1 0
"4386" 0 1 0 1 1
"4387" 1 1 1 0 1
"4388" 1 1 0 1 0
"4389" 1 0 1 0 0
"4390" 0 1 0 1 0
"4391" 1 0 1 0 1
"4392" 1 0 0 1 0
"4393" 0 0 0 0 0
"4394" 0 1 0 0 1
"4395" 0 1 0 0 1
"4396" 0 1 1 0 0
"4397" 1 1 0 0 0
"4398" 1 1 0 1 0
"4399" 1 0 1 1 0
"4400" 0 0 1 0 0
"4401" 1 1 0 0 0
"4402" 1 0 1 0 0
"4403" 0 0 0 1 1
"4404" 0 1 1 0 0
"4405" 0 1 1 0 1
"4406" 0 0 0 0 1
"4407" 1 1 1 0 0
"4408" 1 0 1 1 0
"4409" 1 0 0 0 1
"4410" 0 0 0 1 1
"4411" 1 0 1 0 0
"4412" 1 0 0 1 0
"4413" 0 1 0 1 0
"4414" 0 0 0 0 0
"4415" 0 0 1 1 0
"4416" 0 0 0 0 0
"4417" 1 1 1 1 0
"4418" 1 0 1 0 0
"4419" 1 0 0 1 1
"4420" 0 0 0 1 0
"4421" 1 0 1 1 1
"4422" 1 0 1 1 0
"4423" 0 0 1 0 1
"4424" 0 1 0 0 0
"4425" 0 1 0 1 1
"4426" 0 1 0 0 0
"4427" 1 0 1 1 0
"4428" 1 0 1 1 0
"4429" 1 1 0 0 1
"4430" 0 0 0 1 0
"4431" 1 1 0 1 0
"4432" 1 0 1 0 0
"4433" 0 1 0 0 1
"4434" 0 1 0 0 0
"4435" 0 1 0 0 0
"4436" 0 1 0 1 0
"4437" 1 1 0 0 0
"4438" 1 1 1 1 1
"4439" 1 0 1 1 0
"4440" 0 1 1 1 1
"4441" 1 0 1 0 0
"4442" 1 0 0 1 0
"4443" 0 0 0 0 1
"4444" 0 1 0 1 1
"4445" 0 1 1 0 1
"4446" 0 1 0 0 0
"4447" 1 1 0 1 0
"4448" 1 1 0 0 0
"4449" 1 0 1 1 1
"4450" 0 0 0 1 0
"4451" 1 1 0 1 0
"4452" 1 0 0 0 0
"4453" 0 0 1 0 0
"4454" 0 1 0 0 0
"4455" 0 1 1 0 0
"4456" 0 0 0 1 1
"4457" 1 1 1 1 1
"4458" 1 0 0 0 1
"4459" 1 0 0 1 0
"4460" 0 0 0 1 0
"4461" 1 0 0 1 1
"4462" 1 0 1 1 0
"4463" 0 1 0 0 0
"4464" 0 0 0 0 0
"4465" 0 0 1 0 0
"4466" 0 0 1 0 0
"4467" 1 1 0 1 1
"4468" 1 0 0 0 0
"4469" 1 0 0 1 0
"4470" 0 0 0 0 0
"4471" 1 0 1 0 1
"4472" 1 0 0 1 0
"4473" 0 0 1 1 0
"4474" 0 1 1 0 1
"4475" 0 1 1 1 1
"4476" 0 1 0 1 0
"4477" 1 0 1 0 0
"4478" 1 0 0 0 1
"4479" 1 1 0 1 1
"4480" 0 0 1 0 0
"4481" 1 1 1 0 1
"4482" 1 0 1 1 1
"4483" 0 1 0 0 0
"4484" 0 1 0 0 1
"4485" 0 1 0 1 1
"4486" 0 1 0 0 0
"4487" 1 1 1 0 1
"4488" 1 1 0 0 0
"4489" 1 0 1 1 0
"4490" 0 1 0 1 1
"4491" 1 0 1 1 1
"4492" 1 0 0 0 1
"4493" 0 0 0 0 0
"4494" 0 1 0 1 1
"4495" 0 1 0 0 1
"4496" 0 1 1 0 1
"4497" 1 1 0 0 0
"4498" 1 1 0 1 1
"4499" 1 0 1 1 1
"4500" 0 0 1 0 1
"4501" 1 1 0 1 0
"4502" 1 0 1 0 0
"4503" 0 0 0 0 0
"4504" 0 1 1 0 1
"4505" 0 1 1 0 1
"4506" 0 0 0 1 0
"4507" 1 1 1 1 0
"4508" 1 0 1 1 0
"4509" 1 0 0 1 0
"4510" 0 0 0 1 0
"4511" 1 0 1 0 1
"4512" 1 0 0 0 1
"4513" 0 1 0 1 1
"4514" 0 0 0 0 0
"4515" 0 0 1 0 0
"4516" 0 0 0 0 0
"4517" 1 1 1 0 0
"4518" 1 0 1 1 0
"4519" 1 0 0 0 1
"4520" 0 0 0 0 1
"4521" 1 0 1 1 1
"4522" 1 0 1 1 1
"4523" 0 0 1 0 1
"4524" 0 1 0 1 0
"4525" 0 1 0 0 1
"4526" 0 1 0 0 0
"4527" 1 0 1 1 0
"4528" 1 0 1 0 1
"4529" 1 1 0 0 1
"4530" 0 0 0 0 0
"4531" 1 1 0 0 0
"4532" 1 0 1 0 0
"4533" 0 1 0 1 1
"4534" 0 1 0 0 0
"4535" 0 1 0 1 1
"4536" 0 1 0 1 0
"4537" 1 1 0 1 1
"4538" 1 1 1 0 0
"4539" 1 0 1 0 0
"4540" 0 1 1 0 1
"4541" 1 0 1 0 0
"4542" 1 0 0 1 0
"4543" 0 0 0 0 1
"4544" 0 1 0 1 1
"4545" 0 1 1 0 1
"4546" 0 1 0 1 1
"4547" 1 1 0 0 0
"4548" 1 1 0 0 1
"4549" 1 0 1 0 1
"4550" 0 0 0 0 0
"4551" 1 1 0 0 0
"4552" 1 0 0 1 0
"4553" 0 0 1 1 0
"4554" 0 1 0 1 1
"4555" 0 1 1 0 1
"4556" 0 0 0 1 0
"4557" 1 1 1 0 0
"4558" 1 0 0 0 0
"4559" 1 0 0 1 0
"4560" 0 0 0 0 0
"4561" 1 0 0 0 0
"4562" 1 0 1 0 0
"4563" 0 1 0 0 1
"4564" 0 0 0 0 1
"4565" 0 0 1 1 0
"4566" 0 0 1 1 0
"4567" 1 1 0 0 1
"4568" 1 0 0 1 1
"4569" 1 0 0 0 0
"4570" 0 0 0 1 1
"4571" 1 0 1 1 0
"4572" 1 0 0 0 1
"4573" 0 0 1 0 1
"4574" 0 1 1 1 0
"4575" 0 1 1 1 1
"4576" 0 1 0 1 1
"4577" 1 0 1 0 0
"4578" 1 0 0 1 0
"4579" 1 1 0 0 0
"4580" 0 0 1 1 0
"4581" 1 1 1 0 1
"4582" 1 0 1 0 1
"4583" 0 1 0 1 1
"4584" 0 1 0 0 1
"4585" 0 1 0 0 1
"4586" 0 1 0 0 0
"4587" 1 1 1 1 1
"4588" 1 1 0 0 0
"4589" 1 0 1 1 1
"4590" 0 1 0 0 0
"4591" 1 0 1 0 1
"4592" 1 0 0 0 1
"4593" 0 0 0 1 0
"4594" 0 1 0 0 1
"4595" 0 1 0 1 1
"4596" 0 1 1 0 1
"4597" 1 1 0 1 0
"4598" 1 1 0 0 1
"4599" 1 0 1 0 1
"4600" 0 0 1 0 0
"4601" 1 1 0 1 1
"4602" 1 0 1 1 0
"4603" 0 0 0 0 0
"4604" 0 1 1 0 0
"4605" 0 1 1 0 1
"4606" 0 0 0 1 0
"4607" 1 1 1 0 0
"4608" 1 0 1 0 0
"4609" 1 0 0 0 0
"4610" 0 0 0 1 0
"4611" 1 0 1 0 0
"4612" 1 0 0 1 0
"4613" 0 1 0 1 0
"4614" 0 0 0 0 1
"4615" 0 0 1 1 1
"4616" 0 0 0 1 0
"4617" 1 1 1 1 1
"4618" 1 0 1 1 1
"4619" 1 0 0 1 0
"4620" 0 0 0 0 1
"4621" 1 0 1 1 1
"4622" 1 0 1 1 0
"4623" 0 0 1 0 0
"4624" 0 1 0 0 0
"4625" 0 1 0 0 1
"4626" 0 1 0 0 0
"4627" 1 0 1 0 1
"4628" 1 0 1 1 0
"4629" 1 1 0 1 0
"4630" 0 0 0 1 1
"4631" 1 1 0 1 0
"4632" 1 0 1 0 0
"4633" 0 1 0 0 0
"4634" 0 1 0 0 1
"4635" 0 1 0 1 0
"4636" 0 1 0 0 0
"4637" 1 1 0 0 1
"4638" 1 1 1 0 1
"4639" 1 0 1 0 1
"4640" 0 1 1 0 0
"4641" 1 0 1 1 0
"4642" 1 0 0 0 0
"4643" 0 0 0 0 1
"4644" 0 1 0 0 1
"4645" 0 1 1 0 0
"4646" 0 1 0 0 1
"4647" 1 1 0 0 0
"4648" 1 1 0 0 1
"4649" 1 0 1 0 0
"4650" 0 0 0 0 0
"4651" 1 1 0 0 0
"4652" 1 0 0 1 1
"4653" 0 0 1 1 1
"4654" 0 1 0 1 0
"4655" 0 1 1 1 0
"4656" 0 0 0 0 1
"4657" 1 1 1 0 1
"4658" 1 0 0 1 1
"4659" 1 0 0 1 0
"4660" 0 0 0 1 1
"4661" 1 0 0 1 1
"4662" 1 0 1 1 0
"4663" 0 1 0 0 0
"4664" 0 0 0 1 0
"4665" 0 0 1 0 1
"4666" 0 0 1 0 0
"4667" 1 1 0 1 0
"4668" 1 0 0 1 0
"4669" 1 0 0 1 1
"4670" 0 0 0 0 0
"4671" 1 0 1 0 0
"4672" 1 0 0 0 0
"4673" 0 0 1 1 0
"4674" 0 1 1 1 1
"4675" 0 1 1 0 1
"4676" 0 1 0 0 0
"4677" 1 0 1 0 1
"4678" 1 0 0 1 0
"4679" 1 1 0 1 0
"4680" 0 0 1 0 0
"4681" 1 1 1 0 1
"4682" 1 0 1 1 0
"4683" 0 1 0 1 0
"4684" 0 1 0 1 0
"4685" 0 1 0 0 1
"4686" 0 1 0 0 0
"4687" 1 1 1 1 0
"4688" 1 1 0 0 0
"4689" 1 0 1 0 0
"4690" 0 1 0 0 0
"4691" 1 0 1 0 0
"4692" 1 0 0 0 1
"4693" 0 0 0 0 0
"4694" 0 1 0 0 0
"4695" 0 1 0 0 1
"4696" 0 1 1 0 0
"4697" 1 1 0 1 1
"4698" 1 1 0 0 1
"4699" 1 0 1 0 0
"4700" 0 0 1 1 0
"4701" 1 1 0 1 0
"4702" 1 0 1 1 1
"4703" 0 0 0 1 0
"4704" 0 1 1 0 0
"4705" 0 1 1 0 1
"4706" 0 0 0 0 0
"4707" 1 1 1 1 0
"4708" 1 0 1 0 0
"4709" 1 0 0 1 0
"4710" 0 0 0 1 1
"4711" 1 0 1 0 0
"4712" 1 0 0 0 0
"4713" 0 1 0 1 0
"4714" 0 0 0 1 0
"4715" 0 0 1 0 0
"4716" 0 0 0 1 0
"4717" 1 1 1 1 0
"4718" 1 0 1 1 0
"4719" 1 0 0 0 1
"4720" 0 0 0 1 0
"4721" 1 0 1 1 0
